Företagsnamn,Organisationsnummer,Omsättning,Antal Anställda,Bransch,Stad,E-post
Företag 1171 AB,538164-9609,9148267.99,270,Handel,Göteborg,fel@epost
Företag 1172 AB,598963-273X,9044911.26,5,Bygg,Örebro,kontakt@företag1172ab.se
Företag 1173 AB,777353-4237,19936690.7,484,Transport,Uppsala,kontakt@företag1173ab.se
Företag 1174 AB,133557-1656,42883647.69,267,Utbildning,Uppsala,kontakt@företag1174ab.se
Företag 1175 AB,220654-4835,15814154.64,336,Handel,Linköping,kontakt@företag1175ab.se
Företag 1176 AB,429662-2724,3778760.59,451,Bygg,Linköping,kontakt@företag1176ab.se
Företag 1177 AB,951495-1336,17935841.66,493,Transport,Göteborg,kontakt@företag1177ab.se
Företag 1178 AB,313903-8347,25562528.46,310,Bygg,Uppsala,kontakt@företag1178ab.se
Företag 1179 AB,212377-2816,34658715.46,191,Bygg,Västerås,kontakt@företag1179ab.se
Företag 1180 AB,590160-4474,28147979.77,20,IT,Linköping,fel@epost
Företag 1181 AB,442715-3637,18579369.81,460,IT,Stockholm,kontakt@företag1181ab.se
Företag 1182 AB,883775-5849,44934858.8,42,Hälsa,Västerås,kontakt@företag1182ab.se
Företag 1183 AB,838914-9728,8389335.01,226,Finans,Örebro,kontakt@företag1183ab.se
Företag 1184 AB,252130-8889,42506312.44,67,Finans,Linköping,kontakt@företag1184ab.se
Företag 1185 AB,385227-7517,29606595.73,335,Utbildning,Linköping,kontakt@företag1185ab.se
Företag 1186 AB,371880-9188,42901519.33,42,Transport,Stockholm,kontakt@företag1186ab.se
Företag 1187 AB,343544-5349,16595747.27,385,Finans,Stockholm,kontakt@företag1187ab.se
Företag 1188 AB,109435-420X,48351074.16,237,Finans,Göteborg,kontakt@företag1188ab.se
Företag 1189 AB,993004-3434,28472584.79,201,Finans,Göteborg,kontakt@företag1189ab.se
Företag 1190 AB,476712-2356,14688521.66,133,Bygg,Linköping,kontakt@företag1190ab.se
Företag 1191 AB,839876-4379,32291782.15,37,Hälsa,Uppsala,kontakt@företag1191ab.se
Företag 1192 AB,376225-1924,41007944.43,144,Hälsa,Örebro,kontakt@företag1192ab.se
Företag 1193 AB,671518-9431,10957915.64,5,Transport,Linköping,kontakt@företag1193ab.se
Företag 1194 AB,623166-8176,27125398.6,55,Handel,Linköping,kontakt@företag1194ab.se
Företag 1195 AB,554208-7815,28635381.19,339,IT,Västerås,kontakt@företag1195ab.se
Företag 1196 AB,162041-7069,49258623.28,177,Hälsa,Malmö,kontakt@företag1196ab.se
Företag 1197 AB,356986-7276,20962777.77,70,Handel,Malmö,kontakt@företag1197ab.se
Företag 1198 AB,678301-8426,42486204.66,217,IT,Linköping,kontakt@företag1198ab.se
Företag 1199 AB,619748-8753,12487490.39,213,Transport,Västerås,kontakt@företag1199ab.se
Företag 1200 AB,849807-5435,40305736.83,75,Finans,Linköping,kontakt@företag1200ab.se
Företag 1201 AB,297113-4898,28818781.2,486,Bygg,Örebro,kontakt@företag1201ab.se
Företag 1202 AB,430641-8434,26566361.82,242,Finans,Göteborg,kontakt@företag1202ab.se
Företag 1203 AB,655637-5724,15076877.83,208,Transport,Örebro,kontakt@företag1203ab.se
Företag 1204 AB,917408-8277,25352650.74,418,Transport,Örebro,kontakt@företag1204ab.se
Företag 1205 AB,374477-6630,41468818.71,440,Hälsa,Uppsala,kontakt@företag1205ab.se
Företag 1206 AB,919848-4807,47080817.78,133,Transport,Stockholm,kontakt@företag1206ab.se
Företag 1207 AB,239345-7106,42453681.11,344,Hälsa,Västerås,kontakt@företag1207ab.se
Företag 1208 AB,539607-9749,24462968.64,217,Utbildning,Malmö,kontakt@företag1208ab.se
Företag 1209 AB,181113-3742,23684478.44,337,Bygg,Stockholm,kontakt@företag1209ab.se
Företag 1210 AB,398667-9826,10861149.21,65,Hälsa,Västerås,kontakt@företag1210ab.se
Företag 1211 AB,239323-1353,2890563.51,349,Transport,Örebro,kontakt@företag1211ab.se
Företag 1212 AB,367090-4094,32435178.35,131,Transport,Linköping,kontakt@företag1212ab.se
Företag 1213 AB,143258-1458,5462499.24,207,Utbildning,Uppsala,kontakt@företag1213ab.se
Företag 1214 AB,626821-7139,45838100.98,323,Hälsa,Linköping,kontakt@företag1214ab.se
Företag 1215 AB,410911-5697,35177406.89,283,Finans,Västerås,kontakt@företag1215ab.se
Företag 1216 AB,341990-4295,26634309.61,337,IT,Örebro,kontakt@företag1216ab.se
Företag 1217 AB,756590-9460,6266206.22,361,Hälsa,Västerås,kontakt@företag1217ab.se
Företag 1218 AB,142856-3970,28555435.46,440,Utbildning,Linköping,kontakt@företag1218ab.se
Företag 1219 AB,792479-6741,6360669.46,386,Finans,Göteborg,kontakt@företag1219ab.se
Företag 1220 AB,782694-9987,11269690.78,435,Hälsa,Stockholm,kontakt@företag1220ab.se
Företag 1221 AB,335309-8735,21432815.12,357,Finans,Örebro,kontakt@företag1221ab.se
Företag 1222 AB,103155-7720,43907763.65,193,Hälsa,Malmö,kontakt@företag1222ab.se
Företag 1223 AB,370539-5512,18343380.84,377,Transport,Malmö,kontakt@företag1223ab.se
Företag 1224 AB,814191-9834,28440240.62,440,Handel,Linköping,kontakt@företag1224ab.se
Företag 1225 AB,873958-958X,20397559.86,299,Transport,Göteborg,kontakt@företag1225ab.se
Företag 1226 AB,113379-9221,510095.49,251,Handel,Uppsala,kontakt@företag1226ab.se
Företag 1227 AB,575735-4996,33107425.15,323,IT,Göteborg,kontakt@företag1227ab.se
Företag 1228 AB,250957-6390,29361798.0,117,Bygg,Malmö,kontakt@företag1228ab.se
Företag 1229 AB,229520-7553,3669582.83,60,Hälsa,Västerås,fel@epost
Företag 1230 AB,858311-2034,5679129.83,329,Hälsa,Malmö,kontakt@företag1230ab.se
Företag 1231 AB,545363-4903,19595139.39,163,IT,Västerås,kontakt@företag1231ab.se
Företag 1232 AB,192906-3550,27536788.45,267,Handel,Malmö,kontakt@företag1232ab.se
Företag 1233 AB,428467-8078,19389972.48,413,Bygg,Malmö,kontakt@företag1233ab.se
Företag 1234 AB,280316-2896,715772.51,292,Handel,Örebro,kontakt@företag1234ab.se
Företag 1235 AB,576710-1102,47060147.6,386,Hälsa,Uppsala,kontakt@företag1235ab.se
Företag 1236 AB,714206-6291,47791009.06,242,Bygg,Uppsala,kontakt@företag1236ab.se
Företag 1237 AB,776113-5867,14435698.01,19,Transport,Linköping,kontakt@företag1237ab.se
Företag 1238 AB,693277-6815,42919124.35,310,Transport,Linköping,kontakt@företag1238ab.se
Företag 1239 AB,343989-6388,48467900.12,355,Utbildning,Linköping,kontakt@företag1239ab.se
Företag 1240 AB,935571-1227,2781737.13,26,Bygg,Stockholm,kontakt@företag1240ab.se
Företag 1241 AB,282865-8844,22165771.76,256,Transport,Örebro,kontakt@företag1241ab.se
Företag 1242 AB,985762-2920,13799409.82,142,Finans,Uppsala,fel@epost
Företag 1243 AB,341271-7701,34481515.26,274,Bygg,Göteborg,kontakt@företag1243ab.se
Företag 1244 AB,910038-4553,19318130.4,122,Bygg,Uppsala,kontakt@företag1244ab.se
Företag 1245 AB,952735-6150,43310009.53,84,IT,Örebro,kontakt@företag1245ab.se
Företag 1246 AB,334887-5385,2371588.83,499,Hälsa,Göteborg,kontakt@företag1246ab.se
Företag 1247 AB,317461-9499,34560642.35,55,IT,Malmö,kontakt@företag1247ab.se
Företag 1248 AB,996353-8875,17406743.04,259,Transport,Stockholm,kontakt@företag1248ab.se
Företag 1249 AB,337838-9256,32585759.12,277,Bygg,Västerås,kontakt@företag1249ab.se
Företag 1250 AB,111224-2846,46320954.45,8,Finans,Malmö,kontakt@företag1250ab.se
Företag 1251 AB,681411-9229,49307177.1,66,Handel,Uppsala,kontakt@företag1251ab.se
Företag 1252 AB,260129-5665,34958537.82,493,IT,Västerås,kontakt@företag1252ab.se
Företag 1253 AB,795154-1108,1690980.35,347,Finans,Västerås,kontakt@företag1253ab.se
Företag 1254 AB,338878-7885,31808370.21,74,Transport,Stockholm,kontakt@företag1254ab.se
Företag 1255 AB,522167-8849,2020033.28,426,Transport,Uppsala,kontakt@företag1255ab.se
Företag 1256 AB,113593-3574,31251925.72,347,Transport,Göteborg,fel@epost
Företag 1257 AB,952170-4247,35051821.2,468,IT,Västerås,kontakt@företag1257ab.se
Företag 1258 AB,816431-6121,30431897.87,366,IT,Malmö,kontakt@företag1258ab.se
Företag 1259 AB,474673-8853,44737406.53,329,Hälsa,Örebro,kontakt@företag1259ab.se
Företag 1260 AB,262510-6347,23338164.57,457,Hälsa,Malmö,kontakt@företag1260ab.se
Företag 1261 AB,619464-4177,11876515.75,114,Hälsa,Västerås,kontakt@företag1261ab.se
Företag 1262 AB,202926-9682,8304968.38,463,Transport,Uppsala,kontakt@företag1262ab.se
Företag 1263 AB,736568-7642,37213762.5,128,Bygg,Stockholm,kontakt@företag1263ab.se
Företag 1264 AB,216372-2439,42057703.14,42,Handel,Linköping,kontakt@företag1264ab.se
Företag 1265 AB,478863-703X,42465810.7,160,IT,Örebro,kontakt@företag1265ab.se
Företag 1266 AB,435023-4161,38917514.52,328,IT,Malmö,kontakt@företag1266ab.se
Företag 1267 AB,230143-695X,14810429.27,448,Bygg,Linköping,kontakt@företag1267ab.se
Företag 1268 AB,622390-5903,37986103.13,312,Hälsa,Stockholm,kontakt@företag1268ab.se
Företag 1269 AB,860803-5441,41800256.17,236,Utbildning,Örebro,kontakt@företag1269ab.se
Företag 1270 AB,957670-1921,30067953.75,365,Hälsa,Malmö,kontakt@företag1270ab.se
Företag 1271 AB,550200-9961,11683045.73,376,IT,Uppsala,kontakt@företag1271ab.se
Företag 1272 AB,942590-4686,17787715.39,400,IT,Göteborg,kontakt@företag1272ab.se
Företag 1273 AB,103116-1565,29773625.42,71,Transport,Linköping,kontakt@företag1273ab.se
Företag 1274 AB,369043-9571,27512305.56,255,Bygg,Linköping,kontakt@företag1274ab.se
Företag 1275 AB,255589-4611,22683045.72,416,Handel,Uppsala,kontakt@företag1275ab.se
Företag 1276 AB,842581-3897,28815315.06,217,Hälsa,Västerås,kontakt@företag1276ab.se
Företag 1277 AB,939674-5763,39391116.93,118,Finans,Uppsala,kontakt@företag1277ab.se
Företag 1278 AB,594482-2785,21430015.24,490,Bygg,Örebro,kontakt@företag1278ab.se
Företag 1279 AB,191987-5006,49897682.72,180,Utbildning,Uppsala,kontakt@företag1279ab.se
Företag 1280 AB,114143-8726,35409782.65,106,Finans,Örebro,kontakt@företag1280ab.se
Företag 1281 AB,927705-4817,42653259.85,214,Hälsa,Örebro,kontakt@företag1281ab.se
Företag 1282 AB,919676-9414,19381426.75,387,IT,Linköping,kontakt@företag1282ab.se
Företag 1283 AB,637760-1046,5396801.55,199,Handel,Linköping,kontakt@företag1283ab.se
Företag 1284 AB,802397-3672,26537404.08,487,IT,Stockholm,kontakt@företag1284ab.se
Företag 1285 AB,946972-1505,48842915.28,387,IT,Linköping,kontakt@företag1285ab.se
Företag 1286 AB,797122-1661,14488651.01,362,Handel,Örebro,kontakt@företag1286ab.se
Företag 1287 AB,339538-8159,36584828.02,383,Bygg,Malmö,kontakt@företag1287ab.se
Företag 1288 AB,518385-4916,48858607.99,153,Hälsa,Örebro,kontakt@företag1288ab.se
Företag 1289 AB,604240-7332,7396906.58,84,Utbildning,Västerås,kontakt@företag1289ab.se
Företag 1290 AB,196489-2432,3656799.06,242,Utbildning,Örebro,kontakt@företag1290ab.se
Företag 1291 AB,644218-7983,7931444.57,283,Finans,Örebro,kontakt@företag1291ab.se
Företag 1292 AB,188101-2090,39310597.86,354,Handel,Stockholm,kontakt@företag1292ab.se
Företag 1293 AB,461693-3671,23933841.31,420,Transport,Västerås,kontakt@företag1293ab.se
Företag 1294 AB,237053-8686,18211286.3,214,Utbildning,Stockholm,kontakt@företag1294ab.se
Företag 1295 AB,400964-239X,37885671.52,254,Bygg,Linköping,kontakt@företag1295ab.se
Företag 1296 AB,607519-5982,16080221.71,264,Hälsa,Göteborg,kontakt@företag1296ab.se
Företag 1297 AB,861625-4564,29363002.21,475,Handel,Stockholm,kontakt@företag1297ab.se
Företag 1298 AB,597041-1208,9753995.43,431,Transport,Uppsala,kontakt@företag1298ab.se
Företag 1299 AB,320609-7588,48673073.56,451,Bygg,Göteborg,kontakt@företag1299ab.se
Företag 1300 AB,298621-3072,13826881.38,377,Transport,Linköping,kontakt@företag1300ab.se
Företag 1301 AB,676677-9925,29954023.25,278,Handel,Malmö,kontakt@företag1301ab.se
Företag 1302 AB,757775-1535,47332842.39,29,Hälsa,Malmö,kontakt@företag1302ab.se
Företag 1303 AB,616269-7565,9245048.97,324,IT,Stockholm,kontakt@företag1303ab.se
Företag 1304 AB,422985-7067,25163102.88,367,Handel,Stockholm,kontakt@företag1304ab.se
Företag 1305 AB,622024-4119,45206729.95,391,IT,Göteborg,kontakt@företag1305ab.se
Företag 1306 AB,474250-4000,12458099.24,490,Bygg,Linköping,kontakt@företag1306ab.se
Företag 1307 AB,898342-1401,2026137.67,155,Utbildning,Örebro,kontakt@företag1307ab.se
Företag 1308 AB,637132-1243,24557980.31,374,Handel,Örebro,kontakt@företag1308ab.se
Företag 1309 AB,460763-2229,32711997.27,287,Utbildning,Örebro,kontakt@företag1309ab.se
Företag 1310 AB,471066-2361,17232833.15,161,Handel,Göteborg,kontakt@företag1310ab.se
Företag 1311 AB,450339-7429,5257037.82,214,Handel,Stockholm,kontakt@företag1311ab.se
Företag 1312 AB,301021-2867,22194988.05,153,Hälsa,Stockholm,kontakt@företag1312ab.se
Företag 1313 AB,730891-8196,32462533.72,192,IT,Uppsala,kontakt@företag1313ab.se
Företag 1314 AB,480043-7186,12779736.02,79,Finans,Malmö,kontakt@företag1314ab.se
Företag 1315 AB,309923-9056,43367550.07,103,Finans,Linköping,kontakt@företag1315ab.se
Företag 1316 AB,713520-5657,40505223.03,140,Hälsa,Linköping,kontakt@företag1316ab.se
Företag 1317 AB,708310-5431,12445765.73,64,Utbildning,Uppsala,kontakt@företag1317ab.se
Företag 1318 AB,830700-6025,4383698.89,367,Hälsa,Linköping,kontakt@företag1318ab.se
Företag 1319 AB,407148-1441,19918331.22,427,Bygg,Malmö,kontakt@företag1319ab.se
Företag 1320 AB,726819-7190,48277531.65,246,Hälsa,Örebro,kontakt@företag1320ab.se
Företag 1321 AB,665699-8846,31503903.43,168,Transport,Linköping,kontakt@företag1321ab.se
Företag 1322 AB,586627-987X,7265554.72,6,Bygg,Uppsala,kontakt@företag1322ab.se
Företag 1323 AB,863018-1766,10902236.55,227,Transport,Malmö,kontakt@företag1323ab.se
Företag 1324 AB,198730-1109,12891872.52,175,Transport,Uppsala,kontakt@företag1324ab.se
Företag 1325 AB,185637-3662,18267802.52,447,Hälsa,Västerås,kontakt@företag1325ab.se
Företag 1326 AB,196719-1372,5239315.55,44,IT,Stockholm,kontakt@företag1326ab.se
Företag 1327 AB,771254-5423,18459596.94,121,Finans,Västerås,kontakt@företag1327ab.se
Företag 1328 AB,464939-3828,48747217.18,234,IT,Göteborg,kontakt@företag1328ab.se
Företag 1329 AB,571614-2181,20753776.54,337,Transport,Uppsala,kontakt@företag1329ab.se
Företag 1330 AB,342638-3671,49399607.18,389,IT,Malmö,kontakt@företag1330ab.se
Företag 1331 AB,932015-8411,45488203.2,399,Transport,Uppsala,kontakt@företag1331ab.se
Företag 1332 AB,629163-9835,28013300.77,201,Handel,Malmö,kontakt@företag1332ab.se
Företag 1333 AB,788219-8406,4694935.12,75,Transport,Västerås,kontakt@företag1333ab.se
Företag 1334 AB,753947-2050,39921410.59,339,Hälsa,Linköping,kontakt@företag1334ab.se
Företag 1335 AB,816108-5672,34511780.99,88,Finans,Linköping,kontakt@företag1335ab.se
Företag 1336 AB,737255-6296,44023338.48,325,IT,Örebro,kontakt@företag1336ab.se
Företag 1337 AB,599663-2426,41638634.3,357,Utbildning,Linköping,fel@epost
Företag 1338 AB,567375-4871,42549493.2,121,IT,Malmö,kontakt@företag1338ab.se
Företag 1339 AB,129486-4110,45960892.69,84,IT,Örebro,kontakt@företag1339ab.se
Företag 1340 AB,675637-8744,46627013.81,74,Hälsa,Örebro,kontakt@företag1340ab.se
Företag 1341 AB,505395-7263,7166912.29,336,IT,Örebro,kontakt@företag1341ab.se
Företag 1342 AB,171715-8471,30297182.74,122,IT,Uppsala,kontakt@företag1342ab.se
Företag 1343 AB,709537-5457,24714229.97,474,Bygg,Stockholm,kontakt@företag1343ab.se
Företag 1344 AB,385592-5389,44365000.8,148,IT,Linköping,kontakt@företag1344ab.se
Företag 1345 AB,450851-8441,13886103.98,381,Hälsa,Linköping,kontakt@företag1345ab.se
Företag 1346 AB,691057-9637,44079982.93,476,Transport,Örebro,kontakt@företag1346ab.se
Företag 1347 AB,830629-9867,15592309.18,126,Bygg,Västerås,fel@epost
Företag 1348 AB,527468-3498,13471469.66,153,Finans,Uppsala,kontakt@företag1348ab.se
Företag 1349 AB,115150-915X,3436711.09,43,Handel,Örebro,fel@epost
Företag 1350 AB,890636-4855,21888720.55,91,Handel,Örebro,kontakt@företag1350ab.se
Företag 1351 AB,894023-5957,37068134.08,188,Bygg,Västerås,fel@epost
Företag 1352 AB,536706-4318,23752411.13,494,IT,Uppsala,kontakt@företag1352ab.se
Företag 1353 AB,275406-1460,21338181.36,262,Hälsa,Linköping,kontakt@företag1353ab.se
Företag 1354 AB,631301-5028,44041446.74,161,Transport,Linköping,kontakt@företag1354ab.se
Företag 1355 AB,462942-1500,7335176.91,492,IT,Malmö,kontakt@företag1355ab.se
Företag 1356 AB,743489-6338,19009209.95,27,IT,Västerås,fel@epost
Företag 1357 AB,887685-5025,13809538.87,303,Hälsa,Malmö,kontakt@företag1357ab.se
Företag 1358 AB,892209-883X,3294459.89,42,Transport,Linköping,kontakt@företag1358ab.se
Företag 1359 AB,352315-9674,24028955.1,256,Finans,Uppsala,kontakt@företag1359ab.se
Företag 1360 AB,798153-4486,5728279.19,356,Finans,Stockholm,kontakt@företag1360ab.se
Företag 1361 AB,185707-6751,19502153.56,90,Finans,Stockholm,kontakt@företag1361ab.se
Företag 1362 AB,307764-7520,34392092.24,444,Transport,Örebro,kontakt@företag1362ab.se
Företag 1363 AB,756597-6647,2578368.61,30,Transport,Göteborg,kontakt@företag1363ab.se
Företag 1364 AB,731824-3586,29187502.93,477,Bygg,Linköping,kontakt@företag1364ab.se
Företag 1365 AB,199154-8693,26329830.18,375,Finans,Örebro,kontakt@företag1365ab.se
Företag 1366 AB,314898-9039,38814836.87,211,Finans,Malmö,kontakt@företag1366ab.se
Företag 1367 AB,272778-7175,30707496.32,225,Utbildning,Västerås,kontakt@företag1367ab.se
Företag 1368 AB,306539-7357,6918982.64,94,Handel,Linköping,kontakt@företag1368ab.se
Företag 1369 AB,131091-3937,14068990.83,152,Utbildning,Linköping,fel@epost
Företag 1370 AB,817438-734X,43781369.0,396,Finans,Göteborg,kontakt@företag1370ab.se
Företag 1371 AB,731929-5043,5013649.73,483,IT,Göteborg,kontakt@företag1371ab.se
Företag 1372 AB,275064-2124,6568742.29,108,Hälsa,Stockholm,kontakt@företag1372ab.se
Företag 1373 AB,145705-3955,6644687.71,3,Hälsa,Göteborg,fel@epost
Företag 1374 AB,198162-5898,37360368.52,462,Finans,Stockholm,kontakt@företag1374ab.se
Företag 1375 AB,392180-4408,46729744.35,80,Utbildning,Malmö,kontakt@företag1375ab.se
Företag 1376 AB,590292-4680,33429984.58,20,Transport,Västerås,kontakt@företag1376ab.se
Företag 1377 AB,215227-8140,12806799.27,448,Bygg,Linköping,kontakt@företag1377ab.se
Företag 1378 AB,475465-7625,24996504.41,442,Hälsa,Linköping,kontakt@företag1378ab.se
Företag 1379 AB,488423-8208,32730823.33,160,Handel,Västerås,kontakt@företag1379ab.se
Företag 1380 AB,301808-6909,22306313.63,445,Finans,Linköping,kontakt@företag1380ab.se
Företag 1381 AB,145618-3987,6127617.66,300,Handel,Uppsala,kontakt@företag1381ab.se
Företag 1382 AB,268571-5893,20261181.61,256,Handel,Stockholm,kontakt@företag1382ab.se
Företag 1383 AB,317409-9366,18245915.72,210,Utbildning,Stockholm,kontakt@företag1383ab.se
Företag 1384 AB,434671-9372,23935151.63,399,IT,Stockholm,kontakt@företag1384ab.se
Företag 1385 AB,179401-5973,39904552.41,457,Finans,Uppsala,kontakt@företag1385ab.se
Företag 1386 AB,308813-4629,14604056.64,188,Handel,Malmö,kontakt@företag1386ab.se
Företag 1387 AB,643578-4730,15309216.91,92,Transport,Göteborg,kontakt@företag1387ab.se
Företag 1388 AB,664127-5337,13643344.39,171,Finans,Malmö,kontakt@företag1388ab.se
Företag 1389 AB,364521-7428,16910645.2,335,Utbildning,Uppsala,kontakt@företag1389ab.se
Företag 1390 AB,910069-4792,35770476.69,333,Bygg,Västerås,fel@epost
Företag 1391 AB,274840-7673,42079765.73,63,Handel,Göteborg,kontakt@företag1391ab.se
Företag 1392 AB,944875-6594,4205079.55,123,IT,Uppsala,kontakt@företag1392ab.se
Företag 1393 AB,995000-9487,23556624.67,286,Hälsa,Västerås,kontakt@företag1393ab.se
Företag 1394 AB,416465-3372,4852334.98,308,Handel,Örebro,kontakt@företag1394ab.se
Företag 1395 AB,809272-8287,5148895.23,28,Bygg,Linköping,kontakt@företag1395ab.se
Företag 1396 AB,337338-4136,37923119.89,349,IT,Linköping,kontakt@företag1396ab.se
Företag 1397 AB,610204-5446,28834228.79,303,Finans,Linköping,kontakt@företag1397ab.se
Företag 1398 AB,421904-1894,5205273.89,256,Utbildning,Stockholm,kontakt@företag1398ab.se
Företag 1399 AB,317156-2815,46723068.79,478,Handel,Uppsala,kontakt@företag1399ab.se
