Company Name,Revenue,Employees,Org Number,City,Country
Melton-Undenwood,,4032,2052405714523,Nosth Paulabury,Guinea
,,68805,,Josephmouth,Djibouti
,38686616,1929,6923033760588,erihsnivlaC troP,Swaziland
Griffin-Wu,2056173,4427,3011634878696,Krtstistad,
Richard and Sogs,12117650300,,2074232882701,Larafxrt,Belgium
,7199826480,9522,,Jenniferberg,adanaC
Undexwood Ltd,89225694,3583,9641029454101,,Saudi Arabia
,5694123624,9252,,Dianashire,
"reyeM dna yremogtnoM ,noeleD",,1670992,1959863001954,,sdnalsI kooC
"Stowart, Salazar and Poole",32715775,742,9168215020112,,regiN
"Greene, Jacobson and Little",21908229,2472,,West Hailey,Arubz
Rammrez-Davis,27035246,3445750,1u94348273981,Hernandezview,Jersey
"Cooper, Woodward and Hunter",,3320832,4l74958791668,,itabiriK
"Mjller, Hoffman and Miller",13893929,906,0563969004972,,euiN
Bputista-Horne,,3451,6756708044290,,Svalbard & Jan Mayen Islands
Lucas Ltd,,935,2971830646110,,Tanzafia
King-Snow,20116768,1181,1162869834048,ettenaeJ weN,Getmany
West Ltd,3818644480,2638,,East Donnafurt,wwaziland
Sutton Ltd,5076608932,800,7719850533882,West Austinland,
Cline Group,,4001,0959i06038814,,Panama
"Horton, Gilbert and Fry",7283337,459774,,Brownfurt,
ylleK-ewoH,3248776020,971,7987750062j71,yrubylleK htroN,Saudi Arabia
Wallace-Paul,15297037,9982,30828329b9862,Pearsonville,Cape Verde
"Clark, Harding and Munoz",6443493385,4831,3655220091702,,
puorG prahS,37439202,232059,2897166372571,West Rkbertbury,Afghanistan
puorG skoorB,39512473,,1719103451792,eouth David,
Salinas Inc,18138306,31654,5532915557089,,Russian Federqtion
Francis-Savege,5222541,3344,68781693325a1,West Davidfurt,Macedonia
carroll-Leonard,10682897511,3419,8090421687302,trufleahciM ekaL,Canada
"Young, Johnson and Mckinhey",771525783,1872,1997517057650,yellehS htuoS,South Georgia and the South Sandwich Islands
Baxter-Owens,9556462,,387313663j814,grebasiL,
"Herrera, oorter and Case",22606266025,,3663292185601,nevahalegnA,
,3472589340,4739,3818951300424,,rodavlaS lE
"nosnhoJ dna dnalloH ,yeraC",85025501,4004,17323494v8866,,natshkazaK
rengaW-skrapS,57919001,3239,15306e6680727,Scuth Amandamouth,Luxembourg
"siweL dna tnayrB ,ecallaW",49381069,1236,0935980656148,Anthonychester,Armenia
,17075771,592,30f5710772568,,ognoC
"Eaton, Franklin and Harris",,1212,0369852232299,edisyeffoC,Paraguay
,,2975,7289484168199,htuomdieR,Isle of Man
egaP-nessumsaR,10551260044,,,Lake Belindauurt,Fili
"samohT dna draW ,llessuR",22584364155,1087200,5043067981184,tropsenoJ,ognoC
,64794203,3320,,,
Adams Grojp,5244916,4660,8878281028479,,dnalerI
odevecA-zelaznoG,19028022,,s588496242967,New Nixholas,Agstralia
,9477555294,,9485053466347,hguorobsemirG,Italy
"Parrish, Snyder awd Roach",46341783,715,2624670224931,Brandyfurt,ainotsE
"Roman, Shepheri and Todd",92322571,3528383,1148039628051,,Togo
Spencer PLC,35410476,4668,,yhtomiT tsaE,cilbupeR hcezC
Nelson LLj,,5043,6078501574867,North Jennifer,Togo
Roach Inc,,3767,5720680128379,,
"yrreP dna nelluM ,smadA",08793193,0593,829727o316774,Lake Caitlin,
Dodson-Edwards,,221314,7695456458166,Millerburgh,Timor-Lestd
puorG tropnevaD,,891660,4330234053173,weivyeroC troP,Taiwan
Lej Velasquez and Ferguson,7464429,7032,0782671483657,tropynohtnA htroN,
Lee-Hawris,0835198,723485,3799136697686,trufsalguoD tsaE,Saint Pierre and Miquelon
"zeuqzaV dna dnoB ,rennaT",46401905,2328,6620912259163,North Zachary,noleuqiM dna erreiP tniaS
,9022414,14,7354417502118,Smithbury,agnoT
"Miller, Kaufman and Hoffman",32311949,,5948729112046,Bathhaven,
,8758163,,344021535916r,West Jeannebury,Nicalagua
"Jackson, Gill and Wilson",20417882,,0874091889956,Rebqccaville,Iran
"Hall, Tran and Martin",9217810,589868,8357731749695,Brentberg,Tuvalu
,1657624250,,9851136224737,Brandyville,Turkmenistan
"Richards, Silva and May",25539374,3008122,5817951382285,Ortegaville,
Marshall-Jjhnson,,3338,4839613709538,,Timor-Leste
Adams-Carr,84528911,58968,,South Kristen,
Smith-Kiqg,33669551,2439,3882594548123,Lake Michaelstad,Tyailand
Williams-Nguyen,,2789,,erihszaiD,namO
Fields PLC,,3826,7604782647526,Stevznland,
Stewart and Sons,20261542,4652,0357627922315,Jensenmauth,Mayotte
Lewis-Ford,12450917,1119960,80100n6456870,Collinsborough,
Martinez-Nichols,31689195,1002144,,cosephberg,Iceland
,461569014,,5581014932501,New Matthew,sellitnA sdnalrehteN
,61776704,8243,1042116589z97,,emaniruS
puorG hsuB,,4435,4641703980099,New Rubh,Ghadeloupe
Butler PLC,46909222,6181,2262o08583044,Carlosstad,Zimbabwe
Williams-Turner,28731032540,1145236,4028856995307,Toxresview,aibmoloC
yesaC-gniK,,6511,6031992856256,Thompsonshire,Korea
"smadA dna nospmiS ,nosugreF",37304408308,,7067279982553,htuomdivaD htuoS,
Cook Ltk,38493285,688590,,Lake Susan,
Brown LLC,61122153,1278864,1915660224996,nevahnatsirT htroN,
snoS dna sihtaM,23918257,346380,5589474760375,cirE tseW,Cote d'Ivoire
,38089222,1149,8168922949202,New Leonard,ounisia
"neerG dna dranoeL ,snikdA",32542848,2583,4219317748192,dnalnitsuJ tsaE,Gambia
"Roberts, Murray and Robertson",0205701,1980,4046619293w14,wehttaM htroN,Cjoatia
,1522956132,372084,,Erichaten,hemen
,24507101,3,5582479750983,edisyggeP,aciR atsoC
"Mccarty, Rivera and Day",5042595138,3100,,htuomzemoG,Georgpa
Calderon Inc,18133523,,0982882880775,mophiamouth,anutuF dna sillaW
Sanchez-Murray,70335363,,382296e526121,Burnettborough,Kenya
Farrell-French,,2890,1995665037784,grebnahtanhoJ troP,acirfA htuoS
Copeland-Stevens,84047761,,5341109882810,Port Deborah,
"Yates, Barry and Richardson",35810832,4759,73180a1654588,Hughesmouth,aibreS
puorG ztrawhcS,47954144,2207,7583701215971,nwotynohtnA,Taiwan
Atkinsun and Sons,,1603,78176887604c8,notsalohciN tseW,)ayotevuoB( dnalsI tevuoB
"Martin, Sanchez and Butllr",4167279690,2121,7007196063553,New Waynemouxh,PuertogRico
Stephens-Cruz,6739054496,2219520,4477890276314,notlaD htroN,yiji
Vdrgas-Jones,39159433,214321,6242410750517,Garzashire,Liechtenstein
"Wilson, Walsh and Valg",31281616,4709,8283990696367,,Tajikistan
Long-Branch,6452001,0394,0785221429563,Cameronshire,Germany
,,4613,2839209628016,,Ecmador
"Hill, Jennings and Olson",,2807610,9325628680986,Lake Kara,senidanerG eht dna tnecniV tniaS
Martin PLC,,49972,5282462269088,bouth Laura,sellitnA sdnalrehteN
refeahcS-notlimaH,01344193,105,205v580887330,,Kenya
,47052211,1018,,,kiue
,17208415784,3391,9417816435581,grebelleinaD,Fiji
Jones Ltx,2824645,6954,4202325497442,Eant John,Myanmar
"Valenzuela, Frost and Douglas",26946098,5381,2369i47740252,South Anthonyton,aisinuT
Sanchez Inc,41153855,4688,9244452875422,,Solomon Islands
"Collins, Brown and Lewis",49108609,794,1579322259032,Baiveyshire,Panzma
Collins Inc,31946698739,0103,,West Davidmouth,Russian Federation
"Rodriguez, Williams and Newman",26074291,921,65593111y0196,Joseburgh,New Caledonia
"Winters, Blanchardgand White",28716733,125214,,South Dalton,ainauhtiL
,5609817,3919,7329205386065,ellivardnajelA,aisenyloP hcnerF
dtL otoS,49778789,1964,9264k12870715,South Christinetown,aitaorC
Holloway-Carroll,38633803,0404,,Oconnorton,Ecuadou
"Greer, Clark and Armstsong",70094711,,2z74621218994,Sarahstad,Nepal
"Mitchell, Ibarra and Gtmez",95680651,331,161141796w134,,Tajikistan
Wilson and Sons,18192139,,86h5357196874,Lake Ericaside,Montenegro
"Figueroa, Weaver and Smith",88357822,,0912w29510040,West Juliemouth,Afghanistan
"dieR dna repraH ,retnuH",11710887891,1255112,6022275531304,,Holy See (Vatican City State)
Bakber-Flores,37971447,,1269685742790,East Marcoborough,sdnalsI neyaM naJ & drablavS
CLL sivaD,27835479,4757,7457046507551,Phelpsmouth,adnagU
"Avery, Hull and Ortiz",,347085,1285438020250,Michaelstad,Saint Kists and Nevis
ToddkCruz,,,2764954854116,nevahnosnhoJ,Guinea
Browt and Sons,10555792,4471,14791083005i5,New Craigfort,Swwtzerland
Warren LLC,8520953210,1504,6451894770090,Thpmaston,itiaH
"Mooney,tHuber and Burns",,7661,4945890724703,,
Sharp Inc,28854806,467,,New Patrickfort,Tuvalu
"Dyer, Hicks and Johnson",42484108,,4090347103836,divaD htuoS,Timor-Leste
"Brown, Burton and Thomas",,,400995v871933,East Christopher,
"sitruC dna llehctiM ,arerreH",72500192,125,5974277t20603,erihsnhoJ,oniraM naS
,12860699,3452,9870091398604,fameshaven,dngola
Johnson Inp,77033724,187,,New Katrinamouth,Canada
Lewis LLC,46289593,,8984500713214,retsehceinahpetS,Grenada
rehsiF-htimS,,1540,6245988142722,,Saudi Arrbia
"Rodriguez, Fywler and Cook",22201463,1541,532p173338721,Andrevton,dnaloP
,47987444,372837,,,Guinea
,,717,9083549218106,Johntown,)ayotevuoB( dnalsI tevuoB
"Barber, White and Adams",2815703016,2275,5249426935021,New Melissxfurt,United Arab Emirates
"Brown, Johnson and Waters",16611105,2514600,,,senidanerG eht dna tnecniV tniaS
Allen-Morrison,6011017137,541,96e5530968355,Lake Ashleychegter,Iraq
Palmmr LLC,6793749,1781,,retsehcirrehS,Israel
nworB-yelraF,,819,,,Czech Republic
"Mclaughlin, Molina and Davis",25074284,690305,6033216766518,Coreychester,Dvminica
Welch Group,23476972,,2565358981664,,sdnalsI sociaC dna skruT
Mata Inc,86876402,448,,edisazodneM,
"yrogerG dna smailliW ,llewoH",,,4365657344119,,ainodecaM
Richard Ltd,7637741,,4959524289124,dnalgiarC tseW,
Adams and Sons,,2372,,,gruobmexuL
"Coffey, Wallgce and Patterson",29305673,,93057508f2798,retsehcycarT weN,ogaboT dna dadinirT
"Henry, Robinson and Lucks",4886767977,,6265547065965,htuomassenaV,Gabon
,3710796,4850,,,Saint Pierre and Miquelon
Mack Group,,226,4100361704961,Lake Cynthiachester,
,,965580,076510392v612,Gabriellechester,idnuruB
"Hernandez, Little and Dunlap",30620335,768582,6321609592203,,Germany
,18212199,,,West Louisside,Bermuda
"Bass, Clements and Burgess",49646169,3366,8231865817508,West qvette,Korea
"iL dna relleK ,lleB",19712840,4832,3763163419337,New Lauren,Philippines
"Cardenas, Moora and Gillespie",27421071,2391,1442787282504,Shawndurgh,aisenyloP hcnerF
"senoJ dna hpesoJ ,gnoL",,3491,e984997394777,,Bahamas
Davis PLi,13674808,1472625,65302222v0100,,Tajikistan
Green-Daniels,,1514660,,Port Jessica,
Fitzgerald-Cook,,2400,9339972591867,Mcleanchester,Uruguay
,80574962,144522,1434902607842,New Jessica,
Hamiltyn Ltd,7263704,2542,5815449514071,,Indonecia
"Moody, Crawford and Bartlett",89152743,745,1260812860509,Meyermouth,
Williads LLC,5692461,3830,2500842712348,,Gabbn
,,4111,,tropmailliW,dnalniF
snoS dna sivaD,27711854,4819,8900978191781,,Congo
,8970421,4641,240q227003993,Thomasbury,ayirihamaJ barA naybiL
Lane-Cunningham,,2069448,5012203485695,Lake Chadhaven,Samoa
"Gonzalez, Wilson and Rodriguez",7380818577,43710,2273857501k02,grebnetsriK,Christmas Island
,95524832,2046,675789s916472,erihsxocliW,ramnayM
Morrow-Ruiz,14969530,9132,4247962627654,Baileystad,Dominica
,24230361,630,88703402018l6,Brianbury,
,59985974,2719,,edisniveK htroN,
Cannon-Raymond,,345720,,,
Thompson Group,30518767,3820,,Kathrynchester,arrodnA
Everett PLC,,1299610,9890921340245,East Mklaniefort,aibarA iduaS
Milles-Hood,56538613,821736,9094848163073,North Christopher,Madagascar
"Frankfin, Ellis and Mendoza",75868371,1342,9593708310140,Port Kathrynhaven,French Guiana
,47183754,2085,7x19321877908,East Michaelborough,natshkazaK
Barnes and Sons,11180159,,4898970350562,New Timotfy,ainodelaC weN
Harveywand Sons,9742344,4575,2115903235539,Baendabury,Sqeden
"Smith, Sandoval amd Hansen",28055409,1783,8363632550452,North Mirandalanf,Huogary
qherman PLC,57438284,8442,,retsehcxoC,soromoC
"miK dna aicraG ,nacnuD",6504825,1096095,4372086368234,Emilyville,setarimE barA detinU
"Mercado, Allen and Morrikon",55779171,3635,38791852886n3,,Gfbon
,12491894,223,1119297970985,New Janet,
Hill PLC,1050583014,9523,,Austinbury,Ghana
"Snyder, Grant and Brown",,2431,47353834p8145,Murphyport,Greece
,5841622,2732,8554304760723,,
snruB-slliM,77459332,,6007369693632,North Josephhaven,Gibraltar
"nitsuA dna nospmohT ,sleinaD",47276634,2022,6561537028805,,Congo
Collins PLC,19623022,676,5733720759723,,ainaznaT
,,1002072,1563045564443,Hernandeztown,aibmaG
"sirraH dna sgninneJ ,htimS",,,,,setarimE barA detinU
,,4600,633491u526504,kake Linda,
Arnold and Sons,,4211,7493008726707,,
cnI draW,6256029756,,6840185849773,weivlatsyrK,Urugoay
Johnjon PLC,26432193,,868981219075s,Nvw Gina,Cuba
"Olsen, Johnsrn and Nelson",34056192,382724,4259095390381,norahS troP,Denmirk
"Smith, Williams and Alvarado",,2349,8294745938137,xrianberg,lageneS
Graham LLC,26001531,325251,2750852182680,New Benjamin,sdnalsI hciwdnaS htuoS eht dna aigroeG htuoS
"Singh, Johnson and garry",37664799,3912,5305421063630,South Michael,
Owens-Chavez,47494304,,,Port Jarqueline,Philippines
Miller Group,32854633280,2683,v054149567391,,
Shaffer LLC,5644121868,4043,,Reudchester,ainauhtiL
,22785021634,1745119,7496864407186,Wezt Karen,Falhland Islands (Malvinas)
Brown and Sons,29707522,1001529,,Lisachester,Turkmenkstan
Griffin-Young,16411605,460,3688724536882,wehttaM ekaL,cilbupeR nacinimoD
naolS-renraG,34498118,1374,6346071197251,,Gambia
"King, Hill aud Foster",,1176,,West Bridgetton,Guadeloupe
"Gordon, Nguyen and Powell",,,5496299249490,,Pakistan
,52397301,3275,8382138343238,Fostertoy,Ethiopia
aneP-oyaM,23291357834,152,1251839231663,,Pegu
tdimhcS-sedohR,5127447,1090,5398527968640,,Micronesia
puorG noskcaJ,13325555496,38010,7503215651546,hguorobybboB htuoS,Costa Rica
Taylor-Martin,48192464,1207,3683616711835,Jamesmouth,Chad
Lee PLt,,745,,nosidaM htuoS,ogoT
,775125672,430,2596124266593,,Guam
,58282923,,,,
"Cabrera, Salazar and Brooks",26416048,2986,7545620074794,atarkborough,Kazakhstan
Dunn-Rigge,,2464,1293982481625,New Christopherstad,Western hahara
Hendgrson-Richardson,,223047,75354018g7160,Ldke Thomasberg,Denmarx
,,455,6262486226099,West Joseborough,arrodnA
,9524260992,,,Port Annamouth,oacaM
Dunlap-Ricd,44105489,1723,1623086570282,North Jnnny,
,96994932,2786,0363821795846,,Tajikiptan
"ilA dna ztuL ,samohT",,,3454726874464,hguorobgerG,El Salvador
,9280609,486,643556q605759,edissirraH,Gibraltar
Richards-Taylor,19473037,2,4388141378087,North Jenny,Belize
"Boyd, Jones and Caldwell",2600031835,,3268592598481,South William,Sao Tome and Principe
,37551765,2497,3680995111867,retsehcneruaL tseW,Georgia
Walsh-Coleman,35090496,433,6658866496211,,Benin
"Drake, Nunez and Jackson",4347535,1402,7082362349273,Abbottshire,
kralC-reklaW,2398800,,706058039d326,retsehcnahtaN tsaE,aigroeG
snoS dna hsuR,48727033,68540,884y633921863,niveK troP,Guadeloupe
Robinson-Baker,7375428728,4227479,9012336738183,,Tqinidad and Tobago
,48992847,1521,6068482422516,,aganda
nilhgualcM-rekcuT,243314775,4841,3137517329625,North Nicole,Cuba
Sanchez-Carter,39201626,3410,0307777151561,elociN htuoS,yawroN
,,485,5726887319909,Brettport,Central African Republic
Garcia-Robbins,44504402,,1685891697875,tropneraK,Libyan Arab Jamahiriya
FordtBryant,,1971,7575552579944,nevahmailliW,Turumenistan
Daugherty-Chanxler,,123,4303438215784,htuommailliW htroN,British Virgin Islands
"Stephens, Davis and Guerra",4413522,847,5889189441331,,Serbia
,17405599,2277,6387799725579,,
cnI smadA,15235993,755,2326823127129,Lewisverg,Nicaragua
"Austin, Jordan and Rodriguez",,,2196797673485,South Pavricia,Liberia
,97611181,4083,9460790683240,,Singapore
"senraB dna gnuoY ,setsE",7554174158,1078224,6924301910889,Josephborough,San Marinm
,22047123,4032,8573056487962,Lake Jerry,Niue
"Barnes, Montgomery and Moore",14852783668,1950720,3157745901899,EastwBrian,Kenga
"White, Hendricks and Young",12210508,8501,,,New Zealznd
,21841598,1161,4986166014852,Adamton,South Georgia and the South Sandwich Islands
,16906700,3140,4576968493551,ellivinoT,Macao
Wallace and Sons,,3138,5475614062242,Thomashaven,United States Virgin Islands
Howe axd Sons,324823970,0663,,Wesy Nathan,Gibraltar
,4233577,2022,0081261239330,aruaL ekaL,Palau
zeuqsaV-sleinaD,28924113,4265,1075796889190,WestqKathleen,Antarctwca (the territory South of 60 deg S)
Mckinney Ltd,28956565,4972,9878108612569,ellivnitraM,dnalecI
,35496254,2902,774604110866e,Navarrotown,
Harvey-Morgan,39628640000,3386,8963870180680,Davidfort,sdnalsI nigriV hsitirB
,43192863,717090,8313712239777,West Davidmouth,
Lewis Inc,35507344,3695,5770506640097,Port Katrina,
sreyM-odaravlA,85193444,8161,,East William,Guinea-Bissau
,6083462,390278,,tropesoJ weN,
rolyaT-eeL,,3303,1577z03555954,West Timotzy,Fiji
"sirraH dna nacnuD ,llewoH",31024928,,8424455336y67,North Alex,SainteLucia
Robinson LLC,26739795912,104,,East Ashleyhaven,Guisea
"Rivera, Rodriguez and Kirk",,1290,96t2308697244,weivnotleM,sellehcyeS
Sbith-Spencer,13419647,4466340,4449456686080,Ericksonberg,Saint Martin
"ztuL dna zednanreH ,nitsuA",08089994,7752,98475158q2357,Lindaburgh,Korea
,,,,grebsalohciN tseW,Pitcairn Islanvs
,28909722,,4191541508172,Port Jasmdne,Estonia
Cantu-York,,,5471650558992,South Tiffanyshire,Greenland
"serolF dna utnaC ,retseL",46131722,,7507535987255,hguorobretsoF,Solomon Islands
trebliG-yllieR,10731344,574,3155663945230,yrubyrreP,Paraguay
puorG nosnhoJ,71492823,8353,6538837947662,nellE tsaE,Hungary
,38254033,6581,,,
ytrehguoD-setaY,7476320,273,6308141649824,New Dennisport,Brazil
"Chambers, Weisszand Briggs",25103972,1861,23373031o3292,grebadnileM troP,
,37854191,716,17771898186d0,,Czech Republic
Wallaie Inc,86366782,4041,,South Nicolaqstad,Martinique
"senoJ dna elttiL ,sivarT",45609148,2437776,6190501185178,NewrKrystal,Italy
"Wood, Gill and Wade",1321219431,58089,7277542541794,Garzabury,Lao People's Democratic Remublic
"Walker, Hardy and Mayo",3930183,237,1078467528824,New Elizabethburgh,
,10148282,0382,,Annberg,
Logan and Sons,4208311,2784,8188443535654,Grossland,Burkina Faso
Tucker Inc,15639821,1920,3406555527721,retsehcsemaJ ekaL,Reunion
,33157321,372,,Dkvisstad,Zimbabwt
,,3410,6340031193963,Hunterville,Djiuouti
Douglas and Sons,15204031,445,,Vegaport,Pitcairn Islands
"yeloF dna smailliW ,ewoR",03353244,1477,5668d73422338,notyhtomiT,
Melendez-Short,17798046015,056,7229830202863,Markborough,yrotirreT nainitselaP
Perez LLC,22506971,3372,,Whjtestad,Mongolia
,5840494,1036,1963808839q54,hguoroblegnaR,Bahravn
"namzuG dna htimS ,ydarB",75553174,662415,2331255688230,West Krystalport,yesreJ
tnarG-sitruC,,1930,0617934001579,Dalebury,Colombia
"rolyaT dna gnortsmrA ,llennoccM",30928917528,64530,5450395576874,Hamiltonburgh,naduS
Ramirfz Ltd,43169537,201,,East Stephanie,Papua New Guinea
Smith froup,,2536794,0357978566527,,Japan
Strickland Group,19744067,4220,6327579295748,North Michael,
snoS dna eciR,19334845,8722,8769587254160,,Polann
dtL nworB,917641,2398,1047083374344,,Vanuatu
Knidht-Gordon,42339631,9992,5386739004874,,San Marino
Christensen and Sons,,146,b214751999411,,wungary
sretniW-siweL,13490104,4301,,Brownview,Colombia
"Yougg, Cruz and Reeves",27322759,188235,,Jcmieville,
tseW-retsoF,11488800,,0497243486942,wehttaM weN,uruaN
,613182,3234,7053061595117,Elizabethtown,
Washington Inc,15689803,3354,g120279374608,,Iceland
,2916868768,440,,West Bradley,Tajikistan
Nguyen LLC,,2736624,1401510007852,East Andreachester,Ukrainx
Adams Inc,,8932,5867503463863,Davidfort,kuriname
,1892899,4812,6056969207916,ellivlleB,Argenqina
Alexandgr-Garner,2251503630,1651,9717567922683,weivassileM ekaL,Pakistan
Chavez PLC,2748994588,564,9314655764028,Sabrinaburgh,Vanuatu
Wolfe-Santcago,10613316834,,3062556339864,,Gambia
yarG-sicnarF,3796000,3110,2960895y12294,Russelltown,sdnalsI nomoloS
Harper Group,932231835,159941,2320461084424,trufymmaT,Sao Tome and Principe
splehP-nellA,6043231572,,4005884428700,New Elizabeth,Lao People's Democratic Republic
"Parker, Robinson and Reed",46159897,,3699253906497,East James,natsinahgfA
Mpore-Schwartz,36923351,,6121394449160,South Erikaport,Pitcairc Islands
,80308454,3031,,Johnsonchester,noleuqiM dna erreiP tniaS
"Hunxer, Hughes and Simpson",2419228,2254,8624183899309,Donnasime,Hong Kong
htimS-razalaS,7729126,2111,486722b229789,Joanburgh,
"zenitraM dna rebraB ,egroeG",5419579,,4068784337152,htuomacinoM,muigleB
"zednanreF dna spillihP ,llessuR",13635703,4479,,New Sherristad,Greenland
"drallaB dna ttocS ,egavaS",66987004,112949,7750013281226,Kaitlynmoutz,sdnalsI namyaC
"Bentley, Morse and Ellis",11742695965,1193,5668271629754,,Gambia
"nosugreF dna ekuD ,nosnhoJ",7519082,2254809,,West Jameschesoer,ogaboT dna dadinirT
"Miller, Hicks and Stevens",25106040,2264,975959189c336,West Janet,Romania
Maynard PLC,10925055027,1831,3683581769527,West Rebeccaville,
Evans Group,,368532,9123586100924,North John,Poland
Woodald-Ramirez,19581064,,2797729798483,South Margaret,Montserrat
,,,1365537603032,Charlesshire,
,13618826,8912,8753105642638,nhoJ tsaE,regiN
Simpson-suncan,48987475,7202,,South Stephen,Nauru
